App;Spend in USD;3D ROAS;7D ROAS;14D ROAS;30D ROAS;90D ROAS;Impressions;Clicks;Installs;CTR;Install Rate;eCPC;eCPM;1D Retention;3D Retention;7D Retention;3D Total Revenue;7D Total Revenue;14D Total Revenue;30D Total Revenue;90D Total Revenue
word warp;0.57;0;0;0;0;0;407;90;1;22.11;1.11;0.01;1.4;0;0;0;0;0;0;0;0
Age of 2048_iOS_2;0.57;0;0;23.16;23.16;23.16;793;27;3;3.4;11.11;0.02;0.72;0;0;0;0;0;0.13;0.13;0.13
lollipopmatch3;0.57;0;0;0;0;0;1096;252;1;22.99;0.4;0;0.52;0;0;0;0;0;0;0;0
road rage;0.56;0;0;58.93;58.93;58.93;12;5;2;41.67;40;0.11;46.67;0;0;0;0;0;0.33;0.33;0.33
splashy dots;0.56;0;0;0;0;0;13;6;3;46.15;50;0.09;43.08;0;0;0;0;0;0;0;0
gun fu 2;0.56;0;17.68;53.04;100.18;100.18;129;42;2;32.56;4.76;0.01;4.34;0;0;100;0;0.1;0.3;0.56;0.56
word jam;0.56;62.46;427.82;486.75;486.75;486.75;176;17;3;9.66;17.65;0.03;3.18;100;100;0;0.35;2.4;2.73;2.73;2.73
defenders 2;0.56;0;0;0;0;0;297;8;3;2.69;37.5;0.07;1.89;0;0;0;0;0;0;0;0
shooters.io;0.55;0;0;0;0;0;25;10;2;40;20;0.06;22;100;100;0;0;0;0;0;0
block battles city war - pixel cops gun-craft shooting in mine robbers world game;0.55;0;0;0;0;0;27;5;2;18.52;40;0.11;20.37;0;0;0;0;0;0;0;0
Nom Cat;0.55;30;30;30;30;30;37;6;2;16.22;33.33;0.09;14.86;0;0;0;0.17;0.17;0.17;0.17;0.17
sling kong;0.55;0;0;0;0;0;39;6;2;15.38;33.33;0.09;14.1;100;0;0;0;0;0;0;0
monster spider hero;0.55;0;0;0;0;0;54;27;2;50;7.41;0.02;10.19;0;0;0;0;0;0;0;0
fancy cats;0.55;30;30;30;30;30;81;3;2;3.7;66.67;0.18;6.79;0;0;50;0.17;0.17;0.17;0.17;0.17
extreme suv driving simulator;0.55;0;0;0;0;0;115;10;2;8.7;20;0.06;4.78;0;0;0;0;0;0;0;0
kawaii craft;0.55;0;0;0;12;12;138;45;2;32.61;4.44;0.01;3.99;100;0;0;0;0;0;0.07;0.07
ballerina;0.55;0;0;0;0;0;265;57;2;21.51;3.51;0.01;2.08;0;0;0;0;0;0;0;0
???? - ???? ???? ???????;0.54;0;0;0;0;0;15;5;2;33.33;40;0.11;36;50;0;0;0;0;0;0;0
fashion girl;0.54;0;0;0;0;0;67;17;3;25.37;17.65;0.03;8.06;0;0;0;0;0;0;0;0
ultimate weapon simulator;0.54;0;0;0;0;0;73;27;2;36.99;7.41;0.02;7.4;0;0;0;0;0;0;0;0
Parcheesi STAR;0.54;36.67;36.67;36.67;36.67;36.67;329;7;3;2.13;42.86;0.08;1.64;0;0;0;0.2;0.2;0.2;0.2;0.2
okey 101;0.54;0;204.11;265.22;265.22;265.22;3013;162;2;5.38;1.23;0;0.18;100;100;0;0;1.1;1.43;1.43;1.43
???????;0.53;0;0;0;0;0;1;1;1;100;100;0.53;530;0;0;0;0;0;0;0;0
Ghost;0.53;0;0;0;0;0;2;1;1;50;100;0.53;265;0;0;0;0;0;0;0;0
Monkey Thrill;0.53;0;0;0;0;0;4;1;1;25;100;0.53;132.5;0;0;0;0;0;0;0;0
real farming vehicle;0.53;0;0;0;0;0;4;3;1;75;33.33;0.18;132.5;0;0;0;0;0;0;0;0
drive fast;0.53;0;0;0;0;0;6;5;1;83.33;20;0.11;88.33;0;0;0;0;0;0;0;0
city police motorcycle simulator 3d?;0.53;0;0;0;0;0;7;2;1;28.57;50;0.27;75.71;0;0;0;0;0;0;0;0
the mystic christmas;0.53;0;0;0;0;0;10;1;1;10;100;0.53;53;0;0;0;0;0;0;0;0
Superstar Life iOS;0.53;0;0;0;0;0;10;1;1;10;100;0.53;53;0;0;0;0;0;0;0;0
taxi driving simulator 2016;0.53;0;0;0;0;0;12;6;1;50;16.67;0.09;44.17;0;0;0;0;0;0;0;0
Parking Frenzy - iOS - Supersonic - Rewarded Ads;0.53;0;0;0;0;0;13;2;1;15.38;50;0.27;40.77;0;100;0;0;0;0;0;0
before or after;0.53;0;0;0;0;0;13;2;1;15.38;50;0.27;40.77;0;0;0;0;0;0;0;0
shakes;0.53;0;0;0;0;0;14;5;1;35.71;20;0.11;37.86;0;0;0;0;0;0;0;0
Hard Skating;0.53;0;0;0;0;0;14;6;1;42.86;16.67;0.09;37.86;0;0;0;0;0;0;0;0
clan of pony;0.53;0;0;0;0;0;15;2;1;13.33;50;0.27;35.33;0;0;0;0;0;0;0;0
Gold Miner Mania;0.53;0;0;0;0;0;15;6;1;40;16.67;0.09;35.33;0;100;0;0;0;0;0;0
loveicerink_iOS;0.53;0;0;611.41;611.41;611.41;18;4;1;22.22;25;0.13;29.44;0;100;0;0;0;3.24;3.24;3.24
croc's world 2;0.53;0;0;0;0;0;24;8;1;33.33;12.5;0.07;22.08;0;0;0;0;0;0;0;0
WorldCraft : 3D Build & Craft;0.53;0;0;0;0;0;25;6;1;24;16.67;0.09;21.2;0;0;0;0;0;0;0;0
bb-bot;0.53;0;0;0;0;0;50;18;1;36;5.56;0.03;10.6;100;0;0;0;0;0;0;0
supermarket superstore;0.53;0;0;0;0;0;58;21;1;36.21;4.76;0.03;9.14;0;0;0;0;0;0;0;0
Quizit ‘´‘é‘é‘‡‘_‘_‘_‘å;0.53;0;0;0;0;0;90;32;1;35.56;3.13;0.02;5.89;0;0;0;0;0;0;0;0
baby puzzles;0.53;0;0;0;0;0;93;55;2;59.14;3.64;0.01;5.7;0;0;0;0;0;0;0;0
would you rather party game;0.53;0;0;0;0;0;121;26;2;21.49;7.69;0.02;4.38;0;0;0;0;0;0;0;0
super alien run;0.53;0;0;0;0;0;145;70;1;48.28;1.43;0.01;3.66;0;0;0;0;0;0;0;0
Tap The Frog;0.53;186.79;186.79;186.79;186.79;186.79;173;19;2;10.98;10.53;0.03;3.06;100;0;0;0.99;0.99;0.99;0.99;0.99
Restaurant Story;0.53;0;0;31.13;180.57;180.57;187;9;2;4.81;22.22;0.06;2.83;0;0;0;0;0;0.17;0.96;0.96
super alien run;0.53;0;0;0;0;0;187;84;2;44.92;2.38;0.01;2.83;0;0;0;0;0;0;0;0
Crafty Candy;0.53;0;0;0;0;0;231;3;1;1.3;33.33;0.18;2.29;0;0;0;0;0;0;0;0
Bullet Boy;0.53;14.46;14.46;14.46;14.46;14.46;276;22;2;7.97;9.09;0.02;1.92;0;50;0;0.08;0.08;0.08;0.08;0.08
msa;0.53;49.81;50.57;50.57;50.57;50.57;295;11;2;3.73;18.18;0.05;1.8;0;100;0;0.26;0.27;0.27;0.27;0.27
Coloring Book for Me;0.53;0;0;0;0;0;1382;5;1;0.36;20;0.11;0.38;0;0;0;0;0;0;0;0
Cupcake Mania;0.53;62.26;62.26;62.26;62.26;62.26;1453;86;3;5.92;3.49;0.01;0.36;100;0;0;0.33;0.33;0.33;0.33;0.33
ragdoll cannon;0.52;0;0;0;0;0;22;8;2;36.36;25;0.07;23.64;100;0;0;0;0;0;0;0
### tank war;0.52;0;0;0;0;0;26;11;2;42.31;18.18;0.05;20;100;0;0;0;0;0;0;0
adventurecraft;0.52;0;0;0;0;0;221;14;2;6.33;14.29;0.04;2.35;0;0;0;0;0;0;0;0
100 Gumballs;0.51;0;0;0;0;0;1;1;1;100;100;0.51;510;0;0;0;0;0;0;0;0
apple shooter: archery world championship 3d;0.51;0;0;0;0;0;1;1;1;100;100;0.51;510;0;0;0;0;0;0;0;0
Barber For Gangsters;0.51;0;0;0;0;0;1;0;1;0;0;0;510;0;0;0;0;0;0;0;0
hydraulic press machine sim 3d;0.51;0;0;0;0;0;1;1;1;100;100;0.51;510;0;0;0;0;0;0;0;0
hillary vs. trump;0.51;0;0;0;0;0;1;1;1;100;100;0.51;510;0;0;100;0;0;0;0;0
Anonymous872000261;0.51;0;0;0;0;0;1;0;1;0;0;0;510;100;0;0;0;0;0;0;0
Dancing Bounce Rolling Line;0.51;0;0;0;0;0;1;0;1;0;0;0;510;0;0;0;0;0;0;0;0
MLG Doge 360 - Thug Life;0.51;32.35;32.35;32.35;32.35;32.35;1;0;1;0;0;0;510;0;0;0;0.17;0.17;0.17;0.17;0.17
Street Runner;0.51;110;110;110;110;110;1;1;1;100;100;0.51;510;100;100;0;0.56;0.56;0.56;0.56;0.56
superstarsoccerperfectsaveshowdown;0.51;0;0;0;0;0;1;1;1;100;100;0.51;510;0;0;0;0;0;0;0;0
Tap N Climb;0.51;0;0;0;0;0;1;1;1;100;100;0.51;510;0;0;0;0;0;0;0;0
chicken buffalo wings cooking simulator;0.51;0;0;0;0;0;1;1;1;100;100;0.51;510;0;0;0;0;0;0;0;0
crime lords;0.51;0;0;0;0;0;1;1;1;100;100;0.51;510;0;0;0;0;0;0;0;0
diffuse;0.51;0;0;0;0;0;1;1;1;100;100;0.51;510;0;0;0;0;0;0;0;0
Whack the Cup Pro;0.51;0;0;0;0;0;2;2;1;100;50;0.26;255;0;0;0;0;0;0;0;0
game of flying dragon;0.51;0;0;0;0;0;2;1;1;50;100;0.51;255;0;0;0;0;0;0;0;0
Archery Master;0.51;0;0;0;0;0;2;2;1;100;50;0.26;255;0;0;0;0;0;0;0;0
Ice Cream Paradise;0.51;0;0;0;0;0;2;1;1;50;100;0.51;255;0;0;0;0;0;0;0;0
high diving;0.51;0;0;0;0;0;2;1;1;50;100;0.51;255;0;0;0;0;0;0;0;0
taxi town driving simulator;0.51;0;0;0;0;0;2;1;1;50;100;0.51;255;0;0;0;0;0;0;0;0
rc monster truck racing 3d;0.51;0;0;0;0;0;3;0;1;0;0;0;170;0;0;0;0;0;0;0;0
Follow The Line 2 Free;0.51;0;0;0;0;0;3;1;1;33.33;100;0.51;170;100;0;0;0;0;0;0;0
cheetah simulator;0.51;0;0;0;0;0;3;3;1;100;33.33;0.17;170;0;0;0;0;0;0;0;0
Bunny Rescue;0.51;0;0;0;0;0;3;2;1;66.67;50;0.26;170;0;0;0;0;0;0;0;0
Rush Down;0.51;0;0;0;0;0;4;1;1;25;100;0.51;127.5;0;0;0;0;0;0;0;0
crossing dead;0.51;0;0;0;0;0;4;2;1;50;50;0.26;127.5;0;100;0;0;0;0;0;0
Kirby;0.51;0;0;0;0;0;4;0;1;0;0;0;127.5;0;100;0;0;0;0;0;0
supergirl outfit makeover;0.51;0;0;0;0;0;4;1;1;25;100;0.51;127.5;0;0;0;0;0;0;0;0
battleship shoot and destroy;0.51;0;0;0;0;0;4;1;1;25;100;0.51;127.5;0;0;0;0;0;0;0;0
hyperloop;0.51;230.35;230.35;230.35;230.35;230.35;4;2;1;50;50;0.26;127.5;0;0;0;1.17;1.17;1.17;1.17;1.17
?rocket ball super car soccer league;0.51;0;0;0;0;0;4;2;1;50;50;0.26;127.5;0;0;100;0;0;0;0;0
Crazy Subway Gran!;0.51;32.35;32.35;32.35;32.35;32.35;5;0;1;0;0;0;102;0;100;0;0.17;0.17;0.17;0.17;0.17
3d street car race;0.51;0;0;0;0;0;5;3;1;60;33.33;0.17;102;0;0;0;0;0;0;0;0
City SUV;0.51;0;129.41;129.41;129.41;129.41;5;1;1;20;100;0.51;102;0;0;100;0;0.66;0.66;0.66;0.66
spicy sandwich cafe;0.51;0;0;0;0;0;6;2;1;33.33;50;0.26;85;0;0;0;0;0;0;0;0
auto mechanic simulator;0.51;0;258.82;258.82;258.82;258.82;6;1;1;16.67;100;0.51;85;0;0;0;0;1.32;1.32;1.32;1.32
horseworld 3d;0.51;0;0;0;0;0;6;1;1;16.67;100;0.51;85;0;0;0;0;0;0;0;0
horse park tycoon 2;0.51;0;0;0;0;0;7;1;1;14.29;100;0.51;72.86;0;0;0;0;0;0;0;0
underwater shark sniper;0.51;0;0;0;0;0;7;3;1;42.86;33.33;0.17;72.86;0;0;0;0;0;0;0;0
Night City Traffic Street Road Car Driving Drift and Parking Career Simulator;0.51;0;0;0;0;0;7;1;1;14.29;100;0.51;72.86;0;0;0;0;0;0;0;0
spinny fidget;0.51;0;0;0;0;0;7;4;1;57.14;25;0.13;72.86;0;0;0;0;0;0;0;0
road builder city construction heavy;0.51;0;0;0;0;0;8;7;1;87.5;14.29;0.07;63.75;0;0;0;0;0;0;0;0
pet hollywood;0.51;0;0;0;0;0;8;1;1;12.5;100;0.51;63.75;0;0;0;0;0;0;0;0
clan of eagle;0.51;0;0;0;0;0;8;1;1;12.5;100;0.51;63.75;0;0;0;0;0;0;0;0
carsoccer world;0.51;0;0;0;0;0;9;1;1;11.11;100;0.51;56.67;0;0;0;0;0;0;0;0
Mine Passengers Free;0.51;0;0;0;0;0;9;2;1;22.22;50;0.26;56.67;0;0;0;0;0;0;0;0
connect3;0.51;32.35;32.35;32.35;32.35;32.35;10;2;1;20;50;0.26;51;0;0;0;0.17;0.17;0.17;0.17;0.17
rugby manager;0.51;0;0;0;0;0;10;1;1;10;100;0.51;51;100;0;0;0;0;0;0;0
giraffe simulator;0.51;0;0;0;0;0;10;9;1;90;11.11;0.06;51;0;0;0;0;0;0;0;0
2016 shark simulator : great white sharks spear-fishing hunter in sea world games;0.51;0;0;0;0;0;11;3;1;27.27;33.33;0.17;46.36;0;0;0;0;0;0;0;0
battlebox;0.51;0;0;0;0;0;11;5;1;45.45;20;0.1;46.36;0;0;100;0;0;0;0;0
MC Mods;0.51;0;0;0;0;0;11;1;1;9.09;100;0.51;46.36;0;0;0;0;0;0;0;0
police bus simulator;0.51;0;0;0;0;0;11;7;1;63.64;14.29;0.07;46.36;0;0;0;0;0;0;0;0
MX Dirt Bike Riding Free;0.51;0;0;0;0;0;12;8;1;66.67;12.5;0.06;42.5;0;100;0;0;0;0;0;0
tap mafia;0.51;0;0;0;0;0;12;1;1;8.33;100;0.51;42.5;0;0;0;0;0;0;0;0
true skateboarding ride free;0.51;7.76;14.24;14.24;14.24;14.24;13;10;1;76.92;10;0.05;39.23;0;0;100;0.04;0.07;0.07;0.07;0.07
Laps - iOS;0.51;0;0;0;0;0;13;3;1;23.08;33.33;0.17;39.23;0;0;0;0;0;0;0;0
Motor Bike Crush Simulator 3D;0.51;0;0;0;0;0;13;2;1;15.38;50;0.26;39.23;0;0;0;0;0;0;0;0
thiefjob;0.51;0;0;129.41;129.41;129.41;14;3;1;21.43;33.33;0.17;36.43;0;0;0;0;0;0.66;0.66;0.66
3d pet chase;0.51;0;0;0;0;0;14;2;1;14.29;50;0.26;36.43;0;0;0;0;0;0;0;0
Blocky Racing;0.51;0;0;0;0;0;15;7;1;46.67;14.29;0.07;34;0;0;0;0;0;0;0;0
applovintest;0.51;0;0;0;0;0;15;1;1;6.67;100;0.51;34;100;0;0;0;0;0;0;0
Mini Golf MatchUp;0.51;0;323.53;323.53;323.53;323.53;15;1;1;6.67;100;0.51;34;0;0;0;0;1.65;1.65;1.65;1.65
clash of crime gangs in mad vegas;0.51;0;0;0;0;0;16;5;1;31.25;20;0.1;31.88;0;100;0;0;0;0;0;0
croc's world;0.51;0;0;0;0;0;16;5;1;31.25;20;0.1;31.88;0;0;0;0;0;0;0;0
hajimete;0.51;0;0;0;0;0;16;1;1;6.25;100;0.51;31.88;0;0;0;0;0;0;0;0
Guess the Pokemon;0.51;129.41;129.41;129.41;129.41;129.41;17;3;1;17.65;33.33;0.17;30;0;0;0;0.66;0.66;0.66;0.66;0.66
MEMORY US find the pair 2;0.51;32.35;32.35;32.35;32.35;32.35;17;4;1;23.53;25;0.13;30;0;0;0;0.17;0.17;0.17;0.17;0.17
4 Pics 1 Word;0.51;0;0;0;0;0;17;0;1;0;0;0;30;0;0;0;0;0;0;0;0
Don't Grind;0.51;0;64.71;64.71;64.71;64.71;17;2;1;11.76;50;0.26;30;0;0;0;0;0.33;0.33;0.33;0.33
Y.E.S 2;0.51;0;0;0;0;0;17;1;1;5.88;100;0.51;30;0;0;0;0;0;0;0;0
high school bus driving-parking simulator 3d;0.51;0;0;0;0;0;18;10;1;55.56;10;0.05;28.33;0;0;0;0;0;0;0;0
Brick Shot 2;0.51;0;1.88;1.88;1.88;1.88;18;2;1;11.11;50;0.26;28.33;100;0;0;0;0.01;0.01;0.01;0.01
I_false fiance;0.51;1.29;1.29;1.29;1.29;1.29;19;3;1;15.79;33.33;0.17;26.84;0;0;100;0.01;0.01;0.01;0.01;0.01
tractor 1;0.51;0;0;0;0;0;20;8;1;40;12.5;0.06;25.5;0;0;0;0;0;0;0;0
solitaire;0.51;0;0;0;0;0;20;1;1;5;100;0.51;25.5;0;0;0;0;0;0;0;0
My Unicorn Horse Riding Free;0.51;0;0;0;0;0;21;2;1;9.52;50;0.26;24.29;0;0;0;0;0;0;0;0
f1 2018 - extreme livewire;0.51;0;0;0;0;0;21;10;1;47.62;10;0.05;24.29;0;0;0;0;0;0;0;0
Stickman Swing Adventure;0.51;0;0;0;0;0;21;0;1;0;0;0;24.29;0;0;0;0;0;0;0;0
Stuntman Steve;0.51;0;0;0;0;0;21;1;1;4.76;100;0.51;24.29;0;0;0;0;0;0;0;0
Blackjack;0.51;0;0;0;0;0;22;5;1;22.73;20;0.1;23.18;0;0;0;0;0;0;0;0
f1 2018 - extreme livewire;0.51;0;0;0;0;0;22;11;1;50;9.09;0.05;23.18;0;0;0;0;0;0;0;0
Aaah! Gold Miner;0.51;0;0;0;0;0;24;2;1;8.33;50;0.26;21.25;0;0;0;0;0;0;0;0
swipe arrows;0.51;0;0;0;0;0;25;2;1;8;50;0.26;20.4;0;0;0;0;0;0;0;0
ballerina dress up games;0.51;0;0;0;0;0;25;8;1;32;12.5;0.06;20.4;0;0;100;0;0;0;0;0
jack n' jill;0.51;0;0;0;0;0;25;7;1;28;14.29;0.07;20.4;0;0;100;0;0;0;0;0
Coin Dozer: Haunted - iOS (GC);0.51;0;23.29;24.89;24.89;24.89;26;1;1;3.85;100;0.51;19.62;0;0;100;0;0.12;0.13;0.13;0.13
channels;0.51;0;0;0;0;0;27;1;1;3.7;100;0.51;18.89;100;0;0;0;0;0;0;0
princess salon;0.51;0;0;0;0;0;28;3;1;10.71;33.33;0.17;18.21;0;0;0;0;0;0;0;0
prince of the resort_iOS;0.51;0;0;0;0;0;28;2;1;7.14;50;0.26;18.21;0;0;0;0;0;0;0;0
Zombie Smash: Time Travel;0.51;0;0;0;0;0;28;3;1;10.71;33.33;0.17;18.21;0;0;0;0;0;0;0;0
truck driving simulator 3d;0.51;0;0;0;0;0;29;4;1;13.79;25;0.13;17.59;0;0;0;0;0;0;0;0
3d extreme;0.51;0;0;0;0;0;30;1;1;3.33;100;0.51;17;0;0;0;0;0;0;0;0
Fashion Design World;0.51;181.18;181.18;181.18;181.18;181.18;31;1;1;3.23;100;0.51;16.45;0;0;0;0.92;0.92;0.92;0.92;0.92
™‹ø_ø_ ™_™€™‹™ƒø©;0.51;123.12;123.12;123.12;123.12;123.12;31;6;2;19.35;33.33;0.09;16.45;100;0;0;0.63;0.63;0.63;0.63;0.63
word chef;0.51;0;0;0;0;0;32;12;1;37.5;8.33;0.04;15.94;100;0;0;0;0;0;0;0
slender man ch 1 free;0.51;0;0;0;0;0;32;2;1;6.25;50;0.26;15.94;100;100;0;0;0;0;0;0
Hoppy Frog 2.i;0.51;0;0;0;0;0;34;13;1;38.24;7.69;0.04;15;0;0;0;0;0;0;0;0
prom night dress up games;0.51;0;0;0;0;0;34;8;1;23.53;12.5;0.06;15;0;0;0;0;0;0;0;0
Daytona Rush;0.51;0;0;0;0;0;37;12;1;32.43;8.33;0.04;13.78;0;0;0;0;0;0;0;0
weed firm;0.51;35.36;35.36;100.07;100.07;100.07;38;3;1;7.89;33.33;0.17;13.42;0;0;0;0.18;0.18;0.51;0.51;0.51
Car Driving in Crazy Town - iOS - Rewarded Ads - IronSource;0.51;0;0;0;0;0;39;5;3;12.82;60;0.1;13.08;100;0;0;0;0;0;0;0
free music;0.51;0;0;0;0;0;39;17;1;43.59;5.88;0.03;13.08;0;0;0;0;0;0;0;0
wc.iplayer.free;0.51;0;129.41;148.05;148.05;148.05;40;2;1;5;50;0.26;12.75;0;0;0;0;0.66;0.76;0.76;0.76
Real Einstein's Riddle;0.51;0;0;258.82;258.82;258.82;40;1;1;2.5;100;0.51;12.75;100;0;0;0;0;1.32;1.32;1.32
superhero god of battlefield;0.51;0;0;0;0;0;42;6;1;14.29;16.67;0.09;12.14;0;0;0;0;0;0;0;0
.Pet Frenzy iOS;0.51;0;0;0;0;0;43;5;1;11.63;20;0.1;11.86;0;0;0;0;0;0;0;0
jeep drive traffic parking simulator car driving;0.51;0;0;0;0;0;44;4;1;9.09;25;0.13;11.59;0;0;0;0;0;0;0;0
mom;0.51;0;0;0;0;0;44;5;1;11.36;20;0.1;11.59;0;0;0;0;0;0;0;0
smash car 3d;0.51;0;0;0;0;0;50;19;1;38;5.26;0.03;10.2;0;0;0;0;0;0;0;0
street soccer;0.51;0;0;0;0;0;52;35;1;67.31;2.86;0.01;9.81;0;0;0;0;0;0;0;0
Bottle Flip;0.51;0;0;0;0;0;53;9;1;16.98;11.11;0.06;9.62;0;0;0;0;0;0;0;0
power hero;0.51;0;0;0;0;0;53;7;1;13.21;14.29;0.07;9.62;0;0;0;0;0;0;0;0
truth or dare;0.51;0;0;0;0;0;54;14;1;25.93;7.14;0.04;9.44;100;100;0;0;0;0;0;0
superhero angry battle;0.51;0;0;0;0;0;56;3;1;5.36;33.33;0.17;9.11;0;0;0;0;0;0;0;0
disco ducks;0.51;0;0;0;0;0;57;2;1;3.51;50;0.26;8.95;0;0;0;0;0;0;0;0
kickerinho;0.51;0;0;0;0;0;57;24;1;42.11;4.17;0.02;8.95;0;0;0;0;0;0;0;0
fish tycoon 2;0.51;0;0;150.12;150.12;150.12;59;2;1;3.39;50;0.26;8.64;100;0;0;0;0;0.77;0.77;0.77
croc's world;0.51;0;0;0;0;0;59;35;1;59.32;2.86;0.01;8.64;0;0;0;0;0;0;0;0
basketball 2017;0.51;0;0;0;0;0;59;28;1;47.46;3.57;0.02;8.64;0;0;100;0;0;0;0;0
Train Maker;0.51;0;0;0;0;0;61;16;1;26.23;6.25;0.03;8.36;0;0;0;0;0;0;0;0
### piano master;0.51;0;0;0;0;0;61;38;1;62.3;2.63;0.01;8.36;0;0;0;0;0;0;0;0
blocky hockey;0.51;0;0;0;0;0;64;6;2;9.38;33.33;0.09;7.97;0;100;0;0;0;0;0;0
hair makeover;0.51;0;0;0;0;0;65;6;1;9.23;16.67;0.09;7.85;0;0;0;0;0;0;0;0
Aircraft Plane Flight;0.51;0;0;0;0;0;65;3;1;4.62;33.33;0.17;7.85;0;0;0;0;0;0;0;0
Sport Car Simulator Racing;0.51;0;0;0;0;0;68;11;1;16.18;9.09;0.05;7.5;100;0;0;0;0;0;0;0
gunclub2;0.51;0;0;0;0;0;70;41;1;58.57;2.44;0.01;7.29;0;0;0;0;0;0;0;0
bmx-wheelie king 2;0.51;0;0;0;0;0;70;1;1;1.43;100;0.51;7.29;0;0;100;0;0;0;0;0
Duke Dog;0.51;0;0;0;0;0;71;12;1;16.9;8.33;0.04;7.18;0;0;0;0;0;0;0;0
??? ????????;0.51;0;0;0;64.71;64.71;77;36;3;46.75;8.33;0.01;6.62;0;0;0;0;0;0;0.33;0.33
free music;0.51;0;0;0;0;0;78;31;1;39.74;3.23;0.02;6.54;0;0;0;0;0;0;0;0
Caravan Crush;0.51;0;0;0;0;0;80;3;1;3.75;33.33;0.17;6.38;0;0;0;0;0;0;0;0
loop;0.51;0;0;0;0;0;96;7;1;7.29;14.29;0.07;5.31;0;100;0;0;0;0;0;0
prom night dress up games;0.51;0;0;0;0;0;98;34;1;34.69;2.94;0.02;5.2;100;0;0;0;0;0;0;0
RacingCarParking;0.51;0;0;0;0;0;122;5;1;4.1;20;0.1;4.18;0;0;0;0;0;0;0;0
free music;0.51;0;0;0;0;0;130;43;1;33.08;2.33;0.01;3.92;100;100;0;0;0;0;0;0
WildWestPinball;0.51;0;0;367.78;367.78;367.78;141;2;1;1.42;50;0.26;3.62;0;0;100;0;0;1.88;1.88;1.88
wedding;0.51;0;0;0;0;0;149;23;1;15.44;4.35;0.02;3.42;0;0;0;0;0;0;0;0
Tap The Frog;0.51;0;0;0;0;0;165;25;1;15.15;4;0.02;3.09;100;0;0;0;0;0;0;0
baby care;0.51;0;0;0;0;0;169;17;1;10.06;5.88;0.03;3.02;0;0;0;0;0;0;0;0
Super Stickman Golf 3;0.51;0;0;0;0;0;172;11;1;6.4;9.09;0.05;2.97;0;0;0;0;0;0;0;0
Find;0.51;0;0;0;0;0;188;55;1;29.26;1.82;0.01;2.71;0;0;0;0;0;0;0;0
blocky cars online;0.51;0;77.65;77.65;77.65;77.65;192;22;1;11.46;4.55;0.02;2.66;0;0;100;0;0.4;0.4;0.4;0.4
Word Connect;0.51;0;0;0;0;0;192;2;1;1.04;50;0.26;2.66;0;0;0;0;0;0;0;0
imusic;0.51;0;0;0;0;0;194;74;1;38.14;1.35;0.01;2.63;0;0;0;0;0;0;0;0
Freeplay;0.51;911.94;911.94;911.94;911.94;911.94;199;9;3;4.52;33.33;0.06;2.56;0;0;0;4.65;4.65;4.65;4.65;4.65
Bubble Pop;0.51;0;0;0;0;0;216;70;1;32.41;1.43;0.01;2.36;100;0;0;0;0;0;0;0
Bejeweled Classic HD;0.51;0;0;0;0;0;227;6;1;2.64;16.67;0.09;2.25;0;0;0;0;0;0;0;0
com.playringtones.free;0.51;0;0;0;0;0;326;8;1;2.45;12.5;0.06;1.56;0;0;100;0;0;0;0;0
police car driving simulator;0.51;0;0;0;0;0;330;3;1;0.91;33.33;0.17;1.55;0;0;0;0;0;0;0;0
.Penguin Pop iOS;0.51;0;0;0;0;0;433;56;1;12.93;1.79;0.01;1.18;0;0;0;0;0;0;0;0
Farmest!;0.51;0;0;0;0;0;727;3;1;0.41;33.33;0.17;0.7;0;0;0;0;0;0;0;0
Farmer Sim 2018;0.51;0;0;0;0;0;1707;6;1;0.35;16.67;0.09;0.3;0;0;0;0;0;0;0;0
Jelly Splash;0.51;0;0;0;0;0;1838;45;1;2.45;2.22;0.01;0.28;0;0;0;0;0;0;0;0
alnairCN;0.5;158.4;158.4;158.4;158.4;158.4;1;1;1;100;100;0.5;500;100;0;0;0.79;0.79;0.79;0.79;0.79
princess babys sweet dentist;0.5;0;0;0;0;0;1;1;1;100;100;0.5;500;0;0;0;0;0;0;0;0
butterfly jigsaw puzzles;0.5;0;0;0;0;0;1;1;1;100;100;0.5;500;0;0;0;0;0;0;0;0
cheerleader dance salon - makeover games for girls;0.5;33;33;33;33;33;1;1;1;100;100;0.5;500;0;100;0;0.17;0.17;0.17;0.17;0.17
019.StrikeThePlanets;0.5;33;33;33;33;33;1;1;1;100;100;0.5;500;0;0;100;0.17;0.17;0.17;0.17;0.17
annihilate the aliens;0.5;0;0;0;0;0;1;1;1;100;100;0.5;500;0;0;0;0;0;0;0;0
Perfect FreeKick 3D - The Most Realistic FreeKick Game;0.5;0;0;0;0;0;1;1;1;100;100;0.5;500;0;0;0;0;0;0;0;0
super cat 3d;0.5;0;0;0;0;0;1;1;1;100;100;0.5;500;0;0;0;0;0;0;0;0
metal slug hero vs zombies;0.5;0;0;0;0;0;1;2;1;200;50;0.25;500;0;0;100;0;0;0;0;0
ancient egypt;0.5;0;0;0;0;0;2;0;1;0;0;0;250;0;0;0;0;0;0;0;0
city sport car race free;0.5;0;0;0;0;0;2;1;1;50;100;0.5;250;0;0;0;0;0;0;0;0
NameThatPic;0.5;22.4;22.4;22.4;22.4;22.4;2;0;1;0;0;0;250;0;0;0;0.11;0.11;0.11;0.11;0.11
